target,pred,prob,entropy,free_energy,accept_entropy,accept_free_energy
0,1,0.6024196743965149,0.6720183491706848,1.0567619442939757,True,False
0,0,0.4592913091182709,0.6898291110992432,0.7528404831886292,False,True
1,1,0.861212432384491,0.4027564525604248,0.22996536791324618,True,True
0,0,0.45494645833969116,0.6890820264816284,0.7446876525878906,True,True
1,1,0.6136027574539185,0.6671092510223389,0.6218294024467468,True,True
0,0,0.46531420946121216,0.6907390356063843,0.7642237901687622,False,True
1,1,0.5127492547035217,0.6928220987319946,0.8065327525138855,False,False
1,1,0.978293776512146,0.10460714250802994,0.04286669827997684,True,True
0,0,0.46716612577438354,0.6909894943237305,0.7677434682846069,False,True
0,1,0.6816011071205139,0.6256567239761353,1.2695816516876222,True,False
1,1,0.7984346747398376,0.5025647878646851,0.32561508417129514,True,True
1,1,0.9265673756599426,0.2624289095401764,0.12875429838895797,True,True
1,1,0.9888178706169128,0.06136557459831238,0.023518234305083752,True,True
0,0,0.4725905954837799,0.6916438341140747,0.7781069040298462,False,False
1,1,0.8498813509941101,0.4229148030281067,0.2472414880990982,True,True
1,0,0.480597585439682,0.6923940777778625,0.8712037801742554,False,False
1,1,0.9540883302688599,0.18629670143127441,0.08425836265087128,True,True
1,1,0.9480840563774109,0.20411843061447144,0.09413580149412155,True,True
1,1,0.8180281519889832,0.4743703603744507,0.2957326054573059,True,True
1,1,0.7586875557899475,0.5525880455970764,0.38668285608291625,True,True
1,0,0.494790256023407,0.6930928826332092,0.8422399044036866,False,False
1,1,0.9764560461044312,0.1115281879901886,0.04613117873668671,True,True
0,0,0.45868006348609924,0.6897286176681519,0.7516904592514038,False,True
1,1,0.9395777583122253,0.22812774777412415,0.10795024856925012,True,True
0,0,0.47318774461746216,0.6917086839675903,0.7792527794837951,False,False
1,1,0.9823061227798462,0.08892299234867096,0.03563688434660435,True,True
1,1,0.9994953870773315,0.0043353550136089325,0.0013718112837523221,True,True
1,1,0.9337618947029114,0.24379754066467285,0.11729330867528916,True,True
1,1,0.9246910214424133,0.26715999841690063,0.1317276254296303,True,True
1,1,0.9707371592521667,0.13217030465602875,0.0561335988342762,True,True
1,1,0.9852179288864136,0.07696894556283951,0.030286204256117347,True,True
0,1,0.8683368563652039,0.3895360827445984,2.105415713787079,True,False
1,1,0.9458087682723999,0.21067585051059723,0.09785004928708077,True,True
1,1,0.9490081667900085,0.20142532885074615,0.09262293949723244,True,True
0,0,0.4712565541267395,0.6914938688278198,0.7755507469177246,False,False
0,0,0.45355382561683655,0.6888264417648315,0.7420846819877625,True,True
0,1,0.6489784717559814,0.6480766534805298,1.1765229940414428,True,False
1,1,0.7517317533493042,0.5604245662689209,0.39746062755584716,True,True
0,0,0.46072715520858765,0.6900593042373657,0.7555454850196839,False,True
1,1,0.9699541330337524,0.13490155339241028,0.05748680420219898,True,True
0,0,0.45994797348976135,0.6899354457855225,0.7540768504142761,False,True
1,1,0.9815694689750671,0.09186650067567825,0.03697578869760036,True,True
1,1,0.8640421032905579,0.39755746722221375,0.2256452739238739,True,True
0,0,0.4556652903556824,0.6892108917236328,0.7460331320762634,True,True
1,1,0.9341763257980347,0.24269959330558777,0.11662999242544175,True,True
0,1,0.6750854253768921,0.6305185556411743,1.250296664237976,True,False
0,1,0.6926485896110535,0.6169650554656982,1.303156566619873,True,False
1,1,0.8652251958847046,0.39536362886428833,0.22383819222450257,True,True
0,0,0.45622745156288147,0.6893101930618286,0.7470862388610839,True,True
1,1,0.7519599199295044,0.5601716637611389,0.3971065700054169,True,True
0,0,0.46377354860305786,0.690520167350769,0.7613027811050415,False,True
0,0,0.475506067276001,0.691946804523468,0.7837107896804809,False,False
1,1,0.9229514002799988,0.27150118350982666,0.1344789370894432,True,True
0,0,0.4533809721469879,0.6887941956520081,0.7417619705200196,True,True
0,1,0.6100090742111206,0.6687440276145935,1.0753805994987489,True,False
1,1,0.8262730836868286,0.4617467522621155,0.28317929804325104,True,True
1,1,0.8631042242050171,0.3992881178855896,0.22707744538784028,True,True
0,1,0.5343368649482727,0.6907873153686523,0.9024502396583557,False,False
1,1,0.9829012155532837,0.08652240037918091,0.03455113619565964,True,True
1,1,0.9740160703659058,0.12049191445112228,0.050425858795642854,True,True
1,1,0.6591218113899231,0.6416162252426147,0.5451701760292054,True,True
1,1,0.6467148661613464,0.6494566202163696,0.5657411098480225,True,True
1,0,0.4765334725379944,0.6920454502105713,0.8796264052391052,False,False
1,1,0.6191207766532898,0.6644929647445679,0.612353527545929,True,True
1,1,0.9476190805435181,0.20546691119670868,0.09489605501294136,True,True
0,0,0.46244993805885315,0.6903245449066162,0.7587982296943665,False,True
1,1,0.8097740411758423,0.4865504205226898,0.30831010937690734,True,True
1,1,0.9916564226150513,0.04824322462081909,0.0180272251367569,True,True
1,1,0.8979433178901672,0.32957857847213745,0.173564051091671,True,True
0,0,0.4579560160636902,0.6896076202392578,0.7503296852111816,False,True
1,1,0.939166247844696,0.22925548255443573,0.10861386358737946,True,True
1,1,0.9191354513168335,0.2808758020401001,0.1404969349503517,True,True
0,1,0.5568992495536804,0.6866580843925476,0.9512897253036499,True,False
0,0,0.4616040289402008,0.6901957988739014,0.7572001099586487,False,True
1,1,0.9897361993789673,0.05721023678779602,0.021758884005248547,True,True
1,1,0.9806070327758789,0.09566715359687805,0.038716909289360044,True,True
1,1,0.9690573811531067,0.13800367712974548,0.05903218686580658,True,True
1,1,0.9924062490463257,0.044625602662563324,0.016547850985080007,True,True
0,0,0.49428263306617737,0.693081796169281,0.8203936576843261,False,False
1,1,0.7824827432632446,0.5237476229667664,0.35003293454647066,True,True
0,0,0.47102922201156616,0.6914676427841187,0.7751156330108643,False,False
0,0,0.4578765034675598,0.6895942091941833,0.7501803159713745,False,True
1,1,0.98469477891922,0.07915659248828888,0.031254873424768445,True,True
1,1,0.7203360795974731,0.5926356315612793,0.44656453728675843,True,True
1,1,0.7983606457710266,0.5026666522026062,0.32572817206382754,True,True
1,1,0.9406741261482239,0.22510859370231628,0.10618022307753563,True,True
1,1,0.956456184387207,0.17904749512672424,0.08032979890704156,True,True
0,0,0.4859486520290375,0.6927522420883179,0.8039826035499573,False,False
1,1,0.9845069050788879,0.07993776351213455,0.031601919792592525,True,True
1,1,0.9310884475708008,0.2508143186569214,0.12156386375427247,True,True
1,1,0.9858896136283875,0.0741325095295906,0.029037386365234855,True,True
1,1,0.9443299174308777,0.214883491396904,0.10025638192892075,True,True
0,0,0.47698473930358887,0.6920874118804932,0.7865620851516724,False,False
1,1,0.86558997631073,0.3946848213672638,0.2232809215784073,True,True
0,1,0.6810542345046997,0.6260722279548645,1.267948615550995,True,False
0,1,0.5090482234954834,0.6929833889007568,0.8500060677528382,False,False
0,1,0.8425000905990601,0.4355008006095886,1.9354305386543273,True,False
1,1,0.9541617631912231,0.18607383966445923,0.08413682579994203,True,True
1,1,0.9888195991516113,0.061357829719781876,0.0235149372369051,True,True
0,0,0.45950156450271606,0.6898633241653442,0.753236186504364,False,True
1,1,0.9853952527046204,0.07622319459915161,0.029957085289061068,True,True
1,1,0.9748687744140625,0.11738724261522293,0.04892985559999943,True,True
1,1,0.6317504644393921,0.6580175161361694,0.5908643245697022,True,True
1,1,0.9519073367118835,0.1928604394197464,0.08785967156291008,True,True
0,0,0.45277222990989685,0.6886796355247498,0.7406261801719666,True,True
1,1,0.5816344618797302,0.6797589659690857,0.6778648853302002,True,True
0,0,0.4640454649925232,0.6905595064163208,0.7618178248405456,False,True
0,0,0.45616745948791504,0.6892997026443481,0.7469738721847534,True,True
1,1,0.9399700164794922,0.22705000638961792,0.10731730386614799,True,True
1,1,0.7611449360847473,0.5497565269470215,0.3828827917575836,True,True
1,1,0.9839067459106445,0.0824178084731102,0.03270771875977516,True,True
0,1,0.5681050419807434,0.6838417053222656,0.9763412475585938,True,False
1,1,0.8934704661369324,0.33919739723205566,0.18048147708177567,True,True
1,1,0.929581344127655,0.254720538854599,0.12396507263183594,True,True
1,1,0.979297935962677,0.10075897723436356,0.041071151942014696,True,True
1,1,0.9627372026443481,0.15914539992809296,0.06980387717485428,True,True
1,1,0.9351824522018433,0.24002236127853394,0.11501810103654861,True,True
1,0,0.48202523589134216,0.6925008296966553,0.8682589650154113,False,False
1,1,0.9439021348953247,0.21609282493591309,0.1009513519704342,True,True
1,1,0.9955238103866577,0.02867778018116951,0.010221793688833714,True,True
1,1,0.9859079122543335,0.0740547925233841,0.02900328263640404,True,True
0,1,0.6151794791221619,0.6663747429847717,1.0882531762123109,True,False
1,1,0.9902180433273315,0.054997172206640244,0.020829548873007298,True,True
0,0,0.45574530959129333,0.6892250776290894,0.7461830139160156,True,True
0,0,0.4634183943271637,0.6904683113098145,0.760630202293396,False,True
1,1,0.8053585290908813,0.492883563041687,0.3150444358587265,True,True
0,1,0.9254188537597656,0.2653309106826782,2.6489338159561155,True,False
0,1,0.8651123046875,0.3955734968185425,2.0824275255203246,True,False
1,1,0.660241961479187,0.6408748626708984,0.5433238863945007,True,True
1,1,0.9537612795829773,0.18728777766227722,0.08479942381381989,True,True
1,1,0.9895105361938477,0.05823875963687897,0.02219261825084686,True,True
0,1,0.8412197232246399,0.4376417398452759,1.9277622699737549,True,False
1,1,0.9176880717277527,0.28437989950180054,0.14277371615171433,True,True
0,0,0.49906763434410095,0.6931453943252563,0.829913318157196,False,False
1,0,0.49118751287460327,0.6929918527603149,0.8495277047157288,False,False
1,1,0.9954803586006165,0.028912406414747238,0.010312367230653763,True,True
1,1,0.9889839291572571,0.0606200136244297,0.023201199993491173,True,True
0,1,0.703778862953186,0.6076284050941467,1.3381747364997865,True,False
1,1,0.5543876886367798,0.6872193813323975,0.7273348927497864,True,True
1,1,0.8390325307846069,0.441270649433136,0.2637599319219589,True,True
1,1,0.9255812764167786,0.2649216651916504,0.13031766414642335,True,True
1,1,0.9456993937492371,0.21098849177360535,0.09802822545170783,True,True
1,1,0.6881287693977356,0.6205897331237793,0.49789724349975584,True,True
1,1,0.9915838241577148,0.04858976602554321,0.018169744685292245,True,True
0,1,0.5016019940376282,0.6931420564651489,0.8349847078323365,False,False
1,1,0.8226026296615601,0.4674239754676819,0.28876682221889494,True,True
0,1,0.5271514654159546,0.6916720867156982,0.8873145818710327,False,False
1,1,0.9841296076774597,0.08149957656860352,0.03229759149253368,True,True
1,1,0.915007472038269,0.2907966375350952,0.14698237776756287,True,True
1,1,0.9631767272949219,0.15771345794200897,0.06906105875968933,True,True
1,1,0.9980561137199402,0.01407779660075903,0.004761337349191309,True,True
1,1,0.5873419046401978,0.6778113842010498,0.6677104592323303,True,True
0,0,0.4613041281700134,0.6901494264602661,0.7566340088844299,False,True
0,1,0.9583490490913391,0.17315590381622314,3.213062214851379,True,False
1,1,0.8696834444999695,0.3869880139827728,0.21702359914779662,True,True
1,1,0.955048680305481,0.1833723783493042,0.08266744241118432,True,True
1,1,0.9732304811477661,0.12332677841186523,0.051799703389406204,True,True
1,1,0.9496160745620728,0.19964413344860077,0.09162633419036866,True,True
1,1,0.5614784955978394,0.6855688095092773,0.7142955780029296,True,True
0,0,0.4707362651824951,0.6914334893226624,0.7745551347732544,False,False
1,1,0.983574390411377,0.08378136157989502,0.03331827782094479,True,True
1,1,0.991570770740509,0.048652008175849915,0.018195357359945777,True,True
1,1,0.9883594512939453,0.0634109228849411,0.02439101506024599,True,True
0,1,0.7468002438545227,0.5658231973648071,1.4867411613464356,True,False
0,0,0.46339043974876404,0.6904642581939697,0.7605774164199829,False,True
1,1,0.9581192135810852,0.17387598752975464,0.07755826786160469,True,True
1,1,0.9961344003677368,0.025333983823657036,0.008939887024462224,True,True
0,1,0.5005049705505371,0.6931467056274414,0.8327870011329651,False,False
0,0,0.48251229524612427,0.692535400390625,0.7972765684127807,False,False
1,1,0.9066237211227417,0.3102804720401764,0.16008386760950089,True,True
0,1,0.9896000623703003,0.057831309735774994,4.577521900832653,True,False
0,1,0.845014750957489,0.4312599003314972,1.9506772816181184,True,False
1,1,0.9650987386703491,0.1513868272304535,0.0658022291958332,True,True
1,1,0.8551679849624634,0.4136389195919037,0.23918513357639315,True,True
1,1,0.9420596361160278,0.22126233577728271,0.1039391651749611,True,True
1,1,0.9744763374328613,0.11881972849369049,0.04961898773908616,True,True
1,1,0.7577007412910461,0.5537157654762268,0.38820992708206176,True,True
1,1,0.7921563982963562,0.5110855102539062,0.33521353602409365,True,True
1,1,0.8036292791366577,0.4953297972679138,0.3176831752061844,True,True
0,0,0.47238224744796753,0.691620945930481,0.7777073860168457,False,False
1,1,0.7334020137786865,0.579845666885376,0.4260304093360901,True,True
0,0,0.4573957920074463,0.6895124912261963,0.7492775917053223,False,True
0,0,0.46174973249435425,0.6902180910110474,0.7574752330780029,False,True
1,1,0.9189292788505554,0.2813766598701477,0.1408214434981346,True,True
0,1,0.9785138964653015,0.10376773029565811,3.861102505028248,True,False
1,1,0.7202645540237427,0.5927032828330994,0.44667733907699586,True,True
0,1,0.7421936392784119,0.5707498788833618,1.4696964502334595,True,False
1,1,0.8026331067085266,0.49673038721084595,0.3192036509513855,True,True
1,1,0.9107705950737,0.30075129866600037,0.15361448526382446,True,True
0,0,0.45823168754577637,0.6896539330482483,0.7508476138114929,False,True
0,0,0.49402862787246704,0.6930758953094482,0.8198903679847718,False,False
0,0,0.457451194524765,0.6895220279693604,0.7493817210197449,False,True
0,1,0.7319333553314209,0.5813263654708862,1.4327848911285401,True,False
1,1,0.9663236737251282,0.14729787409305573,0.06371601074934005,True,True
0,1,0.6177675127983093,0.6651464700698853,1.0947555422782898,True,False
1,1,0.920889675617218,0.27659106254577637,0.13773324936628342,True,True
0,0,0.48785775899887085,0.692852258682251,0.8077233076095581,False,False
1,1,0.9951872825622559,0.030484143644571304,0.01092116441577673,True,True
0,1,0.5316060185432434,0.6911479830741882,0.8966750979423523,False,False
0,0,0.46684637665748596,0.6909472346305847,0.7671350359916687,False,True
0,0,0.4562598764896393,0.6893158555030823,0.7471469759941101,True,True
1,1,0.976307213306427,0.11208212375640869,0.046394399181008336,True,True
1,1,0.9861741065979004,0.07292144745588303,0.028506651148200036,True,True
1,1,0.6404212713241577,0.6531754732131958,0.5762641847133636,True,True
0,1,0.9202860593795776,0.2780701518058777,2.5849247336387635,True,False
0,0,0.4581679403781891,0.6896432638168335,0.7507277607917786,False,True
0,0,0.46269479393959045,0.6903612613677979,0.7592611908912659,False,True
1,1,0.6219066381454468,0.6631230115890503,0.6075899064540863,True,True
0,1,0.9065879583358765,0.31036174297332764,2.432807278633118,True,False
1,1,0.7757995128631592,0.5321731567382812,0.36029579043388366,True,True
0,0,0.46523961424827576,0.6907286643981934,0.7640823006629944,False,True
1,1,0.7400973439216614,0.5729550719261169,0.4155645787715912,True,True
0,1,0.5871821045875549,0.6778677701950073,1.0203222513198853,True,False
1,1,0.8177564740180969,0.4747784733772278,0.2961463898420334,True,True
